speed,acceleration,impact_force,road_condition,is_accident,severity
50.72,2.15,6.61,wet,0,none
71.83,4.33,7.04,dry,1,medium
45.93,2.67,2.55,icy,0,none
83.98,1.36,6.93,wet,0,none
63.96,5.49,4.09,dry,0,none
63.62,5.16,1.58,dry,0,none
77.2,1.85,6.74,dry,0,none
71.86,0.74,8.38,dry,1,medium
67.87,1.73,0.68,wet,0,none
46.82,3.15,1.69,muddy,0,none
46.44,2.38,5.67,icy,1,low
71.86,2.07,3.78,wet,0,none
53.06,0.95,3.28,dry,0,none
66.83,2.83,5.43,wet,0,none
78.55,0.72,4.32,gravel,0,none
51.84,2.6,6.48,wet,0,none
60.18,5.93,3.02,dry,0,none
67.91,0.67,1.66,icy,0,none
35.83,1.03,4.33,dry,0,none
46.2,2.36,1.23,icy,0,none
69.74,2.16,7.14,gravel,1,medium
54.86,3.87,4.27,dry,0,none
50.13,3.76,3.51,icy,0,none
40.34,1.68,1.16,dry,0,none
57.61,3.94,4.9,wet,0,none
75.19,5.3,5.47,dry,0,none
72.08,4.46,1.12,wet,0,none
59.45,1.48,7.87,icy,1,medium
62.5,3.55,6.32,gravel,1,medium
78.54,2.92,6.8,dry,0,none
70.53,2.24,1.61,muddy,0,none
80.08,2.75,6.62,dry,0,none
39.88,3.87,8.14,dry,1,medium
82.92,0.64,4.51,muddy,0,none
64.23,4.08,5.17,wet,0,none
83.7,5.96,0.55,gravel,1,low
46.53,1.38,3.83,wet,0,none
59.7,1.36,9.64,dry,1,high
57.7,4.02,5.34,wet,0,none
66.26,4.99,6.27,gravel,1,medium
60.99,5.47,9.08,icy,1,high
85.17,3.38,6.08,icy,1,medium
45.11,5.43,7.44,dry,1,medium
51.77,1.08,9.82,dry,1,high
70.48,0.76,5.05,dry,0,none
66.9,4.34,5.43,dry,0,none
75.3,2.56,8.49,dry,1,medium
68.02,1.4,2.71,dry,0,none
58.12,2.59,8.05,muddy,1,medium
53.67,4.09,4.37,dry,0,none
53.23,1.49,6.27,dry,0,none
62.3,4.03,7.74,dry,1,medium
83.38,4.26,9.63,icy,1,high
49.81,1.68,5.52,icy,1,low
61.66,2.4,5.26,muddy,0,none
38.6,1.78,0.48,dry,0,none
32.23,1.5,3.24,dry,0,none
72.28,0.77,9.5,dry,1,high
79.06,2.83,9.03,wet,1,high
64.91,3.16,5.74,dry,0,none
86.17,3.62,2.72,muddy,0,none
59.08,1.3,6.06,icy,1,medium
46.17,2.68,5.15,wet,0,none
59.63,5.05,0.76,icy,0,none
75.8,4.07,2.9,dry,0,none
52.58,5.15,4.93,gravel,0,none
66.57,5.71,3.59,gravel,0,none
59.98,1.27,3.26,muddy,0,none
69.15,5.29,5.11,wet,0,none
57.83,3.61,0.06,dry,0,none
51.01,5.28,6.43,icy,1,medium
66.46,1.76,1.58,dry,0,none
71.88,4.45,3.49,icy,0,none
63.78,3.73,3.11,wet,0,none
41.02,3.9,3.42,dry,0,none
88.29,0.66,3.95,muddy,0,none
62.78,0.96,8.85,wet,1,medium
69.48,1.98,2.44,wet,0,none
69.74,3.5,4.91,dry,0,none
34.39,4.45,3.17,dry,0,none
51.21,4.8,6.64,dry,0,none
67.64,4.26,4.82,wet,0,none
51.16,5.18,0.56,wet,0,none
63.51,1.32,5.77,dry,0,none
55.71,5.56,9.74,wet,1,high
62.42,3.83,4.81,dry,0,none
47.42,3.21,9.16,gravel,1,high
77.69,5.76,9.27,dry,1,high
47.02,2.14,4.41,dry,0,none
48.48,2.23,3.74,dry,0,none
80.19,4.55,8.14,dry,1,medium
69.28,0.68,0.48,dry,0,none
62.5,3.68,0.53,dry,0,none
81.91,1.9,6.38,dry,0,none
106.45,5.08,5.38,dry,1,low
60.43,3.34,9.05,dry,1,high
61.95,5.13,1.11,wet,0,none
37.44,4.87,1.83,wet,0,none
66.66,1.56,4.73,dry,0,none
78.32,4.25,6.34,dry,0,none
73.47,3.36,5.06,dry,0,none
57.55,0.84,9.22,dry,1,high
61.73,4.92,2.15,icy,0,none
40.32,3.4,2.41,dry,0,none
65.71,5.21,8.95,dry,1,medium
83.03,4.07,7.25,dry,1,medium
27.56,4.06,9.08,wet,1,high
73.82,2.79,3.14,dry,0,none
42.5,0.9,4.98,dry,0,none
29.77,3.22,5.88,dry,0,none
79.41,5.33,9.55,dry,1,high
36.46,3.71,0.43,wet,0,none
46.38,1.29,1.68,dry,0,none
53.67,0.75,9.02,dry,1,high
87.83,5.05,7.92,dry,1,medium
65.67,5.35,9.67,dry,1,high
69.19,4.48,0.71,wet,0,none
58.76,4.25,6.87,wet,0,none
56.39,3.72,0.12,gravel,0,none
71.52,2.33,0.62,wet,0,none
80.12,1.64,5.27,wet,0,none
61.39,1.62,1.21,dry,0,none
47.56,3.73,0.31,gravel,0,none
60.32,1.09,5.5,icy,1,low
54.02,3.65,8.39,wet,1,medium
61.16,4.47,1.31,wet,0,none
85.61,0.7,8.55,muddy,1,medium
73.75,5.48,8.5,icy,1,medium
68.21,3.98,6.79,dry,0,none
70.88,4.94,6.62,dry,0,none
43.78,5.43,0.17,gravel,0,none
37.47,4.34,9.55,muddy,1,high
51.84,2.95,3.12,dry,0,none
72.39,1.98,4.31,dry,0,none
82.42,4.97,2.97,wet,1,low
39.61,1.68,6.67,icy,1,medium
70.24,0.59,8.53,dry,1,medium
64.35,3.37,6.21,dry,0,none
57.88,1.75,2.54,dry,0,none
47.15,3.27,8.12,gravel,1,medium
68.48,3.47,4.27,wet,0,none
82.71,5.85,5.6,muddy,1,low
47.57,3.86,5.23,dry,0,none
48.67,0.54,8.3,wet,1,medium
75.05,0.88,3.62,wet,0,none
78.98,5.64,8.63,icy,1,medium
48.29,2.97,3.56,gravel,0,none
52.68,4.25,9.66,dry,1,high
51.59,5.44,0.38,dry,0,none
57.37,5.74,6.65,dry,0,none
59.78,2.98,3.31,dry,0,none
51.28,5.77,8.23,dry,1,medium
45.41,4.54,7.27,dry,1,medium
66.99,2.84,9.25,icy,1,high
52.17,0.85,7.95,wet,1,medium
48.79,3.92,3.15,dry,0,none
57.38,1.86,2.59,dry,0,none
41.3,5.32,5.15,gravel,1,low
54.78,1.53,1.2,icy,0,none
26.21,5.29,9.39,dry,1,high
56.63,5.77,0.83,wet,0,none
50.59,4.04,9.72,icy,1,high
59.63,1.4,2.02,wet,0,none
66.19,5.39,9.12,dry,1,high
80.7,4.57,6.62,dry,1,medium
68.39,5.05,6.85,wet,0,none
36.31,4.59,4.73,wet,0,none
63.06,2.12,8.02,muddy,1,medium
65.59,1.41,6.49,dry,0,none
62.52,1.84,9.04,dry,1,high
64.24,4.85,3.55,gravel,0,none
49.13,5.75,8.51,wet,1,medium
44.23,5.39,9.67,icy,1,high
45.33,0.89,4.71,dry,0,none
46.72,2.58,3.17,icy,0,none
61.58,3.45,6.61,wet,0,none
48.8,4.97,6.79,dry,0,none
66.27,5.39,4.49,wet,0,none
29.42,5.63,7.15,dry,1,medium
44.16,5.61,7.97,muddy,1,medium
46.32,2.1,9.69,wet,1,high
63.89,2.26,0.93,dry,0,none
75.37,2.07,2.98,wet,0,none
73.63,3.08,0.22,dry,0,none
50.13,5.2,8.03,wet,1,medium
75.61,4.14,3.25,gravel,0,none
17.7,2.36,8.48,dry,1,medium
72.51,3.16,8.33,muddy,1,medium
60.94,3.3,5.23,dry,0,none
65.09,1.68,7.19,dry,1,medium
62.15,3.64,9.14,gravel,1,high
47.8,3.39,1.37,icy,0,none
47.26,1.62,0.31,dry,0,none
62.27,3.32,0.85,dry,0,none
71.26,4.46,0.77,wet,0,none
59.2,1.73,6.74,dry,0,none
63.91,3.5,9.58,gravel,1,high
79.76,4.61,8.5,gravel,1,medium
71.3,3.88,3.22,muddy,0,none
29.64,3.64,2.37,wet,0,none
54.72,4.57,9.16,dry,1,high
45.06,3.02,6.43,dry,0,none
81.6,4.87,2.56,dry,1,low
65.29,3.41,9.6,wet,1,high
63.99,5.79,3.01,dry,0,none
51.05,5.24,9.34,wet,1,high
47.61,2.34,0.36,dry,0,none
71.39,5.07,8.5,wet,1,medium
38.56,0.92,7.53,dry,1,medium
79.29,4.5,9.13,wet,1,high
71.51,4.6,6.31,muddy,0,none
68.07,2.85,9.02,dry,1,high
43.16,0.96,2.91,muddy,0,none
85.02,3.49,2.76,dry,0,none
62.23,1.43,8.0,muddy,1,medium
37.27,3.16,5.74,dry,0,none
53.47,2.76,8.08,dry,1,medium
46.88,4.74,2.23,dry,0,none
39.29,5.94,9.52,muddy,1,high
69.38,3.6,6.99,dry,0,none
69.57,4.35,9.59,dry,1,high
73.05,3.78,6.36,dry,0,none
66.6,4.53,2.34,dry,0,none
73.56,2.54,1.47,wet,0,none
13.76,5.98,6.11,dry,0,none
66.02,4.83,3.34,icy,0,none
65.85,4.33,2.94,gravel,0,none
76.86,3.52,6.34,dry,0,none
71.86,5.44,9.71,gravel,1,high
62.54,4.17,9.72,gravel,1,high
52.13,2.85,2.38,dry,0,none
71.42,0.52,1.88,icy,0,none
33.43,4.69,8.32,dry,1,medium
49.45,5.86,6.42,dry,0,none
31.71,1.72,2.13,dry,0,none
54.41,2.75,9.92,dry,1,high
68.99,2.44,4.57,wet,0,none
47.09,1.32,4.05,wet,0,none
61.19,1.04,7.91,dry,1,medium
45.73,3.62,7.24,dry,1,medium
32.41,1.04,5.24,dry,0,none
41.03,3.33,4.68,muddy,0,none
70.8,4.63,1.44,gravel,0,none
67.81,3.92,0.8,dry,0,none
46.19,1.23,8.62,muddy,1,medium
82.74,3.88,3.55,wet,0,none
60.58,5.58,5.96,dry,0,none
52.66,5.84,1.36,dry,0,none
80.5,3.39,0.91,dry,0,none
64.7,3.71,6.12,icy,1,medium
73.63,4.74,6.63,dry,0,none
71.94,1.69,4.04,dry,0,none
61.04,2.22,2.25,muddy,0,none
47.74,3.28,6.06,dry,0,none
65.43,2.85,3.35,wet,0,none
41.66,3.61,7.82,dry,1,medium
68.98,4.68,3.89,dry,0,none
71.08,4.63,3.87,icy,0,none
66.63,2.26,4.24,wet,0,none
33.16,3.21,8.56,dry,1,medium
26.57,1.86,4.09,dry,0,none
65.64,3.34,7.46,wet,1,medium
55.6,2.59,3.6,wet,0,none
54.01,2.65,7.94,dry,1,medium
60.33,3.93,2.32,dry,0,none
29.34,4.45,5.47,dry,0,none
80.14,1.84,8.83,wet,1,medium
56.54,3.59,6.09,wet,0,none
62.55,3.81,7.53,gravel,1,medium
63.01,2.88,5.47,dry,0,none
66.92,0.51,2.82,wet,0,none
52.27,3.71,5.95,dry,0,none
60.49,3.3,7.25,wet,1,medium
83.03,3.24,6.08,dry,0,none
56.78,2.62,0.04,muddy,0,none
72.99,3.87,0.3,wet,0,none
81.14,3.52,2.7,icy,0,none
60.29,4.82,2.7,dry,0,none
70.44,1.43,9.05,dry,1,high
82.07,1.6,9.9,wet,1,high
73.61,4.86,2.57,dry,0,none
76.35,2.94,6.59,icy,1,medium
87.0,3.99,1.15,muddy,0,none
51.76,4.8,7.21,muddy,1,medium
45.57,1.97,3.93,icy,0,none
66.52,2.04,2.28,dry,0,none
67.82,3.61,2.26,dry,0,none
77.28,5.55,1.91,gravel,0,none
42.35,1.62,3.25,dry,0,none
69.44,0.54,6.82,dry,0,none
71.99,2.48,4.8,icy,0,none
51.2,5.81,2.42,muddy,0,none
74.2,1.72,5.01,dry,0,none
72.31,2.43,7.72,wet,1,medium
53.2,4.79,2.35,icy,0,none
94.68,4.64,8.65,dry,1,medium
64.23,2.74,9.82,dry,1,high
65.65,2.59,6.39,dry,0,none
75.32,0.86,7.63,icy,1,medium
72.34,4.76,6.72,dry,0,none
58.61,1.11,4.72,wet,0,none
31.97,1.84,3.49,dry,0,none
52.84,0.92,9.2,icy,1,high
51.05,3.42,3.97,dry,0,none
93.3,5.57,1.79,muddy,1,low
69.09,2.13,9.76,icy,1,high
56.96,1.31,0.26,dry,0,none
59.18,5.94,2.79,dry,0,none
53.69,0.95,4.82,muddy,0,none
61.35,2.73,6.06,icy,1,medium
70.77,3.44,6.94,icy,1,medium
58.48,5.43,1.47,wet,0,none
54.6,1.27,5.13,dry,0,none
56.28,2.27,4.23,dry,0,none
46.16,2.25,5.28,dry,0,none
61.41,5.71,3.91,dry,0,none
57.56,1.3,2.3,muddy,0,none
50.49,3.9,0.67,gravel,0,none
94.62,2.82,0.19,wet,0,none
48.84,5.92,3.67,dry,0,none
49.69,3.11,3.88,dry,0,none
76.47,2.38,0.22,wet,0,none
72.27,4.3,1.45,gravel,0,none
55.59,3.75,8.92,dry,1,medium
47.98,5.27,3.02,dry,0,none
66.84,3.0,5.26,dry,0,none
61.67,3.14,6.05,gravel,1,medium
33.96,3.14,9.34,dry,1,high
47.95,5.56,0.77,dry,0,none
46.17,3.85,6.82,dry,0,none
89.15,1.45,8.53,wet,1,medium
60.83,1.27,4.01,dry,0,none
61.26,4.18,9.41,dry,1,high
48.16,4.57,5.41,gravel,1,low
59.43,3.59,5.96,dry,0,none
71.35,2.75,8.38,icy,1,medium
63.44,4.47,9.04,dry,1,high
40.23,5.36,5.09,icy,1,low
41.88,3.07,9.06,gravel,1,high
84.52,5.62,8.95,dry,1,medium
57.77,3.35,7.79,dry,1,medium
67.21,3.59,9.93,dry,1,high
86.73,4.86,4.94,muddy,1,low
54.47,5.21,5.46,dry,0,none
46.33,2.66,7.34,dry,1,medium
56.92,5.57,2.52,muddy,0,none
45.16,4.3,9.6,icy,1,high
53.79,4.03,6.17,dry,0,none
47.16,4.51,6.02,dry,0,none
61.67,4.14,8.99,wet,1,medium
70.0,5.6,9.9,dry,1,high
70.11,3.7,1.09,icy,0,none
81.89,0.65,0.57,dry,0,none
56.89,0.87,7.31,wet,1,medium
25.29,1.08,7.32,icy,1,medium
60.31,2.27,2.65,dry,0,none
71.46,2.49,6.41,dry,0,none
89.59,1.99,7.95,dry,1,medium
51.27,4.8,7.08,dry,1,medium
53.07,1.5,1.16,icy,0,none
66.96,2.3,6.58,icy,1,medium
68.52,1.18,5.07,wet,0,none
59.24,0.91,4.75,dry,0,none
56.61,2.82,4.44,icy,0,none
58.03,4.66,3.69,dry,0,none
53.53,4.43,3.69,dry,0,none
84.36,5.73,1.09,gravel,1,low
30.74,0.68,6.08,dry,0,none
16.32,4.05,5.56,muddy,0,none
38.33,3.99,8.74,dry,1,medium
59.68,3.04,6.4,wet,0,none
85.24,3.01,4.58,muddy,0,none
79.83,2.03,5.23,wet,0,none
59.29,2.4,1.05,dry,0,none
63.12,2.41,9.95,muddy,1,high
54.02,2.16,2.39,wet,0,none
78.12,1.56,7.09,muddy,1,medium
63.67,0.84,9.19,dry,1,high
15.69,5.85,9.9,muddy,1,high
52.15,4.08,1.27,gravel,0,none
109.29,3.33,5.69,dry,0,none
70.43,0.6,7.11,dry,1,medium
50.55,3.64,5.68,dry,0,none
65.22,4.25,0.85,wet,0,none
38.56,3.29,7.73,dry,1,medium
72.37,4.38,1.19,icy,0,none
66.26,1.36,8.53,icy,1,medium
61.22,4.36,7.74,icy,1,medium
45.25,5.48,3.6,wet,0,none
44.84,0.85,6.01,dry,0,none
63.92,4.03,8.75,dry,1,medium
55.04,4.82,1.12,wet,0,none
79.73,2.8,9.72,dry,1,high
51.46,4.55,0.15,wet,0,none
66.4,5.26,5.36,wet,0,none
50.18,2.09,3.51,gravel,0,none
40.63,1.84,6.09,dry,0,none
42.44,5.45,3.07,dry,0,none
66.25,4.58,9.31,dry,1,high
54.22,1.41,1.44,dry,0,none
93.53,3.14,5.99,dry,0,none
72.14,1.49,4.8,dry,0,none
47.86,4.24,4.51,dry,0,none
88.53,2.33,3.04,dry,0,none
54.88,4.18,8.45,dry,1,medium
59.04,2.45,0.46,muddy,0,none
55.21,4.56,2.94,wet,0,none
46.28,3.66,4.16,gravel,0,none
54.86,4.49,6.12,muddy,0,none
48.41,1.16,1.63,wet,0,none
76.76,2.42,5.95,icy,1,low
67.53,1.44,3.11,dry,0,none
78.37,4.4,8.29,gravel,1,medium
54.25,2.07,1.85,dry,0,none
79.41,0.93,5.67,wet,0,none
48.37,2.86,0.18,gravel,0,none
48.26,1.12,6.32,wet,0,none
45.59,1.83,2.78,muddy,0,none
58.83,2.66,7.24,gravel,1,medium
74.16,5.5,0.25,wet,0,none
92.25,2.25,7.72,dry,1,medium
44.93,5.84,9.43,dry,1,high
46.94,5.77,4.59,muddy,0,none
48.83,1.65,7.07,wet,1,medium
45.16,5.34,1.62,muddy,0,none
46.25,0.85,2.69,dry,0,none
45.75,3.09,6.27,dry,0,none
64.04,5.17,2.3,muddy,0,none
51.62,4.22,4.31,icy,0,none
70.03,1.13,7.14,dry,1,medium
51.17,2.47,6.53,dry,0,none
52.29,1.79,1.84,dry,0,none
59.76,2.86,2.34,icy,0,none
55.93,0.8,4.29,dry,0,none
70.3,5.23,0.1,dry,0,none
73.79,5.82,3.41,dry,0,none
27.58,2.46,8.42,muddy,1,medium
53.68,4.61,9.92,dry,1,high
48.94,1.0,9.97,dry,1,high
94.17,3.53,7.0,dry,1,medium
77.08,5.68,1.66,muddy,0,none
26.61,2.11,1.52,wet,0,none
56.46,3.33,4.06,dry,0,none
52.65,0.75,9.57,dry,1,high
68.15,1.81,2.62,dry,0,none
84.03,3.2,4.19,icy,0,none
73.52,3.15,6.55,dry,0,none
50.82,1.54,5.34,wet,0,none
64.31,4.79,7.69,muddy,1,medium
30.31,2.45,6.94,icy,1,medium
62.41,1.32,6.8,dry,0,none
68.46,1.08,8.72,dry,1,medium
24.12,0.81,3.81,wet,0,none
65.2,5.47,0.21,dry,0,none
71.46,2.67,4.28,dry,0,none
59.33,3.68,4.63,gravel,0,none
70.84,1.09,2.11,dry,0,none
62.83,2.54,8.09,wet,1,medium
68.65,0.8,9.41,muddy,1,high
54.77,3.58,6.59,wet,0,none
78.68,1.42,0.49,dry,0,none
51.23,2.68,8.54,icy,1,medium
61.65,3.65,1.3,muddy,0,none
84.53,5.12,7.87,wet,1,medium
53.24,5.8,8.79,wet,1,medium
91.29,4.04,3.72,muddy,0,none
78.23,2.67,3.07,dry,0,none
88.51,2.74,5.74,dry,0,none
35.9,4.69,5.31,gravel,1,low
52.68,0.87,3.68,icy,0,none
64.67,2.28,9.38,icy,1,high
67.04,0.92,9.61,wet,1,high
30.67,3.46,7.97,dry,1,medium
46.24,5.13,4.01,muddy,0,none
43.05,0.76,6.41,gravel,1,medium
56.62,0.85,7.34,dry,1,medium
39.01,3.47,1.83,wet,0,none
62.72,2.91,8.0,muddy,1,medium
42.43,4.48,1.87,dry,0,none
58.1,4.56,4.79,wet,0,none
77.44,4.4,0.33,dry,0,none
57.7,2.13,8.71,wet,1,medium
60.51,4.5,6.22,muddy,0,none
54.58,4.68,7.26,dry,1,medium
73.85,4.05,4.02,wet,0,none
68.27,3.1,7.17,muddy,1,medium
54.44,2.38,9.31,dry,1,high
69.19,3.68,1.79,dry,0,none
68.27,1.64,8.76,icy,1,medium
70.89,3.39,8.89,wet,1,medium
53.03,3.12,2.7,dry,0,none
57.29,4.43,9.57,dry,1,high
70.33,2.99,7.72,dry,1,medium
65.1,5.14,7.11,dry,1,medium
95.14,4.35,2.53,wet,0,none
62.17,4.95,9.5,gravel,1,high
87.99,4.55,6.62,wet,1,medium
55.16,3.51,8.82,dry,1,medium
49.52,5.15,6.74,dry,0,none
58.78,5.17,1.39,wet,0,none
65.01,5.03,7.09,icy,1,medium
54.3,1.22,6.67,dry,0,none
57.28,2.77,4.43,dry,0,none
74.22,0.95,8.92,icy,1,medium
82.62,1.61,6.68,wet,0,none
67.67,4.07,9.01,dry,1,high
36.24,0.81,6.78,dry,0,none
81.36,2.31,4.68,wet,0,none
68.9,5.04,4.51,dry,0,none
63.93,2.63,2.4,wet,0,none
47.25,5.84,5.74,gravel,1,low
55.82,1.2,3.53,dry,0,none
85.29,0.7,9.51,muddy,1,high
96.17,2.01,0.16,dry,0,none
62.15,1.26,0.42,dry,0,none
48.65,2.59,6.23,icy,1,medium
54.98,2.8,1.59,dry,0,none
49.56,3.28,0.85,dry,0,none
60.41,1.86,0.95,gravel,0,none
50.68,2.83,9.15,wet,1,high
72.37,5.3,9.73,dry,1,high
68.79,4.7,6.08,wet,0,none
43.21,4.28,9.95,gravel,1,high
52.9,3.07,7.24,dry,1,medium
17.77,2.76,5.05,wet,0,none
56.96,2.52,7.49,muddy,1,medium
64.93,2.38,3.09,dry,0,none
56.61,4.5,3.05,dry,0,none
57.79,4.47,3.27,wet,0,none
52.17,3.96,6.6,dry,0,none
67.39,2.88,1.66,muddy,0,none
64.35,2.25,4.32,dry,0,none
75.86,4.19,7.32,icy,1,medium
49.56,4.96,7.83,dry,1,medium
50.77,5.91,5.69,dry,0,none
87.87,1.62,2.93,dry,0,none
67.16,1.48,0.82,dry,0,none
63.26,5.35,9.15,icy,1,high
48.16,4.13,3.3,dry,0,none
38.42,5.32,1.08,dry,0,none
50.8,0.86,7.56,wet,1,medium
54.92,1.4,9.14,gravel,1,high
81.76,1.74,2.4,dry,0,none
43.17,3.66,5.61,dry,0,none
71.27,4.19,4.49,icy,0,none
71.75,5.4,6.23,dry,0,none
58.42,3.65,7.21,gravel,1,medium
55.98,3.53,7.86,dry,1,medium
47.27,0.8,5.73,gravel,1,low
51.25,4.29,3.26,muddy,0,none
51.83,1.05,7.02,wet,1,medium
62.07,2.52,6.71,dry,0,none
63.92,1.45,4.86,muddy,0,none
63.69,4.54,7.74,wet,1,medium
49.87,1.56,5.9,dry,0,none
70.61,4.58,3.19,gravel,0,none
64.64,2.15,1.66,icy,0,none
51.54,1.31,3.15,icy,0,none
33.87,0.61,0.97,wet,0,none
77.1,2.1,6.6,dry,0,none
62.04,1.16,2.12,dry,0,none
46.47,1.45,0.67,dry,0,none
53.58,5.07,0.99,dry,0,none
90.04,1.3,3.06,wet,0,none
48.56,2.75,3.02,wet,0,none
75.66,0.94,9.39,dry,1,high
81.7,4.12,5.14,muddy,0,none
63.66,0.99,6.43,dry,0,none
55.77,3.96,7.82,dry,1,medium
42.97,4.27,6.72,gravel,1,medium
53.79,0.74,7.19,wet,1,medium
45.83,5.74,2.64,icy,0,none
59.22,5.21,5.52,dry,0,none
46.91,0.76,9.74,dry,1,high
57.48,5.57,4.51,dry,0,none
62.25,2.55,4.61,dry,0,none
67.06,0.83,9.58,dry,1,high
74.82,1.31,7.46,wet,1,medium
42.97,1.44,8.7,gravel,1,medium
67.42,2.81,6.55,dry,0,none
86.63,3.14,2.87,gravel,0,none
60.48,2.5,8.59,icy,1,medium
37.88,5.64,7.97,wet,1,medium
57.53,0.81,9.99,dry,1,high
47.14,1.8,6.92,wet,0,none
67.38,4.79,2.39,wet,0,none
47.12,3.79,1.72,dry,0,none
43.77,1.07,6.79,muddy,0,none
60.08,2.5,4.32,wet,0,none
82.91,2.64,9.6,dry,1,high
49.35,2.61,5.44,dry,0,none
69.78,3.87,4.68,dry,0,none
68.75,3.28,8.54,muddy,1,medium
70.14,4.63,7.79,wet,1,medium
68.09,4.75,9.27,icy,1,high
55.17,0.85,6.28,dry,0,none
60.19,1.36,1.28,dry,0,none
42.47,0.57,6.3,dry,0,none
48.14,2.28,1.69,dry,0,none
55.77,5.68,3.2,wet,0,none
74.24,4.06,7.1,dry,1,medium
53.04,4.0,9.46,dry,1,high
64.79,4.14,6.49,icy,1,medium
77.81,0.82,2.18,wet,0,none
60.62,2.58,7.62,dry,1,medium
68.32,3.38,0.13,icy,0,none
73.49,1.41,9.57,wet,1,high
73.73,1.73,4.58,dry,0,none
63.69,2.56,3.53,dry,0,none
46.23,5.05,0.1,icy,0,none
64.9,5.92,5.89,wet,0,none
80.42,0.8,0.51,muddy,0,none
77.74,3.19,9.67,dry,1,high
36.83,5.72,9.84,dry,1,high
68.49,4.4,9.63,wet,1,high
52.75,3.64,0.85,dry,0,none
84.74,1.71,3.94,wet,0,none
72.91,3.79,3.74,dry,0,none
45.67,5.67,7.5,dry,1,medium
55.12,0.51,7.66,dry,1,medium
79.82,2.99,7.78,gravel,1,medium
35.79,2.84,1.54,icy,0,none
49.16,2.31,4.42,dry,0,none
66.61,1.56,4.5,icy,0,none
63.06,4.15,0.62,muddy,0,none
42.19,5.29,1.85,dry,0,none
70.2,3.08,4.99,icy,0,none
42.63,1.2,8.06,dry,1,medium
45.25,2.56,8.1,dry,1,medium
64.74,3.63,1.09,gravel,0,none
39.97,3.35,8.43,icy,1,medium
50.09,2.9,4.33,wet,0,none
62.43,3.61,2.62,dry,0,none
72.94,3.84,5.76,dry,0,none
64.97,3.46,4.62,wet,0,none
67.6,1.52,3.06,dry,0,none
56.17,5.35,1.48,icy,0,none
82.68,3.3,6.47,dry,0,none
74.97,5.94,1.16,dry,0,none
60.65,1.21,1.3,icy,0,none
44.43,4.53,4.05,gravel,0,none
82.15,3.95,7.7,dry,1,medium
87.43,0.99,4.11,dry,0,none
93.49,3.5,4.62,dry,0,none
53.4,4.45,3.95,dry,0,none
77.03,1.78,3.43,gravel,0,none
56.87,3.03,9.55,dry,1,high
52.02,2.22,9.02,muddy,1,high
50.02,3.35,6.73,dry,0,none
51.25,0.74,2.21,dry,0,none
30.24,4.42,5.11,dry,0,none
52.2,1.38,8.94,icy,1,medium
75.43,4.79,9.63,wet,1,high
46.17,3.24,6.16,muddy,0,none
78.69,3.05,4.38,dry,0,none
42.67,5.21,0.5,dry,0,none
11.24,2.49,9.94,wet,1,high
91.68,1.11,5.9,dry,0,none
66.79,4.79,6.44,dry,0,none
62.84,1.14,3.74,gravel,0,none
72.42,4.09,5.07,dry,0,none
72.03,1.32,3.3,dry,0,none
66.27,1.38,7.02,dry,1,medium
49.88,4.31,4.59,gravel,0,none
53.92,2.26,7.0,wet,1,medium
48.02,1.13,8.29,icy,1,medium
49.61,4.46,6.69,wet,0,none
68.65,4.61,1.89,wet,0,none
53.01,2.51,7.94,dry,1,medium
50.92,4.56,9.25,muddy,1,high
43.94,2.34,5.47,gravel,1,low
74.49,1.06,6.43,dry,0,none
76.46,5.09,1.71,gravel,0,none
38.32,5.62,5.31,dry,0,none
37.22,4.76,6.06,muddy,0,none
84.78,3.22,9.13,wet,1,high
40.74,3.84,6.24,gravel,1,medium
51.55,2.92,4.87,dry,0,none
56.81,5.87,7.26,icy,1,medium
55.68,5.53,3.04,icy,0,none
73.14,2.12,5.51,dry,0,none
74.85,3.95,4.81,dry,0,none
65.61,5.18,8.03,wet,1,medium
65.52,3.18,3.81,gravel,0,none
59.43,1.86,5.07,wet,0,none
79.22,1.28,6.92,dry,0,none
41.75,5.76,7.77,wet,1,medium
47.49,4.83,6.24,dry,0,none
67.24,3.79,9.61,muddy,1,high
69.48,1.55,9.43,dry,1,high
70.45,1.18,5.4,dry,0,none
23.72,3.86,9.98,icy,1,high
77.44,1.69,5.06,dry,0,none
57.79,5.81,9.47,wet,1,high
75.25,1.47,7.22,dry,1,medium
69.41,3.9,0.92,icy,0,none
49.58,3.07,3.57,gravel,0,none
66.52,3.53,7.06,dry,1,medium
62.5,3.05,3.98,dry,0,none
89.78,5.24,3.31,wet,1,low
73.13,2.48,8.47,dry,1,medium
47.01,2.3,7.02,icy,1,medium
58.15,2.39,8.17,muddy,1,medium
52.65,5.82,4.61,dry,0,none
68.18,5.82,8.11,dry,1,medium
73.3,0.93,7.13,wet,1,medium
54.75,1.88,9.22,dry,1,high
60.39,5.59,7.99,dry,1,medium
60.29,5.16,8.62,dry,1,medium
37.24,3.89,9.28,icy,1,high
75.03,3.0,2.77,gravel,0,none
60.0,5.54,3.88,icy,0,none
28.95,4.15,9.95,dry,1,high
60.62,0.64,9.0,dry,1,medium
67.71,0.78,5.53,icy,1,low
50.08,2.12,1.34,gravel,0,none
49.34,1.73,2.75,dry,0,none
70.25,3.73,6.6,icy,1,medium
32.08,5.36,7.88,dry,1,medium
